39.9263273041, 116.338127027
39.9262024865, 116.337327205
39.9262163148, 116.337462747
39.9261724692, 116.337506623
39.9263612588, 116.337487094
39.9265007371, 116.338017302
39.9269908425, 116.338621253
39.9261755804, 116.338282
39.9009239706, 116.386462132
39.900952125, 116.386110167
39.9007580254, 116.386885105
39.9662425833, 116.320458033
39.9266545652, 116.337129935
39.9261939053, 116.337187395
39.9263975616, 116.33761947
39.9264352603, 116.337692253
39.9265853333, 116.338157763
39.926441039, 116.338115273
39.9262324173, 116.337979791
39.9262805232, 116.338191675
39.9263102609, 116.336358362
39.9261963667, 116.337413805
39.9261942807, 116.337076719
39.926171609, 116.336226135
39.9261350833, 116.337774
39.9259890789, 116.336569947
39.9261487519, 116.337339225
39.9062169167, 116.207196094
39.8962041151, 116.208163246
39.8970639727, 116.208271348
39.9562290075, 116.176883825
39.9575349913, 116.176232757
39.9574422092, 116.174887595
39.9605748889, 116.172458957
39.8966585719, 116.208401176
39.8970435252, 116.208259403
39.9260975115, 116.33689388
39.9262608643, 116.337650497
39.9262204295, 116.337318904
39.9261913559, 116.337473898
39.9262968152, 116.337728725
39.9262153567, 116.336955764
39.9262192778, 116.337129417
39.9260797455, 116.337072709
39.9262019862, 116.337237654
39.926241244, 116.336856096
39.9262491881, 116.337650688
39.9262333876, 116.337329798
39.9264750811, 116.33679045
39.9263656744, 116.338397628
39.9263688653, 116.33798043
39.9262044125, 116.33719735
39.9262243594, 116.337369625
39.9261771907, 116.337311898
39.9261624202, 116.337334697
39.9261357538, 116.337484282
39.9262475826, 116.337762539
39.9262099556, 116.33744643
39.9261902096, 116.337205202
39.9262228108, 116.337463581
39.9261902545, 116.337400155
39.9262270446, 116.337363975
39.8969365147, 116.265193603
39.8967832889, 116.265203244
39.9003143081, 116.245438924
39.9000766391, 116.246096684
39.9247131629, 116.191149938
39.9262990916, 116.338522176
39.9260827338, 116.337133396
39.9261055143, 116.337305105
39.9258353852, 116.337645881
39.9262468467, 116.337592255
39.9262434381, 116.3374326
39.9261672719, 116.337171484
39.9260935459, 116.337222712
39.9262364333, 116.337310289
39.9403498, 116.36369316
39.9391501456, 116.362190608
39.9262663, 116.337542033
39.926433487, 116.337980109
39.9262086277, 116.337280131
39.9262180709, 116.337184745
39.9261329108, 116.337199773
39.9260857462, 116.337143442
39.9005417917, 116.384722308
39.9261729225, 116.337448317
39.9261579144, 116.337513635
39.9261719424, 116.337682453
39.9262560909, 116.33733067
39.9264453778, 116.337394583
39.9263596264, 116.337688259
39.900968763, 116.3863304
39.9008472611, 116.386551089
39.927328952, 116.338512528
39.911362817, 116.32426598
39.9114231351, 116.324423854
39.9112694905, 116.324373738
39.9261766026, 116.337259904
39.9261516794, 116.337427954
39.9261529884, 116.337385663
39.9262310389, 116.334291928
39.926171728, 116.337234762
39.9264673318, 116.337862636
39.9266880152, 116.337817
39.9261132862, 116.337250533
39.8972178585, 116.20830379
39.8972243967, 116.208201653
39.8969583504, 116.208344444
39.8968923298, 116.208422117
39.9007831451, 116.386440554
39.9006836564, 116.386596982
39.9011893568, 116.386525086
39.9007137143, 116.385692571
39.9262120286, 116.336970257
39.9265585438, 116.337909447
39.926204, 116.337801756
39.9262958281, 116.337417746
39.9262654044, 116.337544579
39.9262489909, 116.3373647
39.9006135, 116.386835
39.9005679312, 116.383865778
39.925578076, 116.338068526
39.9267441269, 116.337835518
39.9267789775, 116.338361056
39.926494839, 116.338116956
39.9265540227, 116.338367114
39.9006882625, 116.386956938
39.9007959043, 116.386350316
39.9260908447, 116.335402141
39.9262658475, 116.337799831
39.9262933417, 116.337715167
39.9263125963, 116.337740068
39.9263574, 116.337796422
39.9265633203, 116.338116007
39.9264431822, 116.338085572
39.927064625, 116.338335375
39.9268653456, 116.336940978
39.9263269132, 116.337853438
39.9262059844, 116.337869609
39.9262086525, 116.337912941
39.8992311518, 116.378660675
39.9486566364, 116.334361793
39.8992555789, 116.385721842
39.9004647722, 116.385346372
39.9261901783, 116.337591848
39.9267665906, 116.337934063
39.9268948794, 116.338398113
39.9262962448, 116.338395437
39.9263058802, 116.338597045
39.9264650474, 116.33528773
39.9263180708, 116.338757717
39.9262262552, 116.337831207
39.9272141231, 116.337521826
39.9781071961, 116.347866765
39.9045349897, 116.382564835
39.9265176939, 116.33807449
39.9266555155, 116.338151225
39.9263740513, 116.333706836
39.9390739908, 116.338927404
39.9266935051, 116.337217313
39.9263930704, 116.338375844
39.9262227183, 116.337505056
39.9260451194, 116.337250229
39.9261464646, 116.337278913
39.926223269, 116.337482228
39.9262180642, 116.337433147
39.926220105, 116.33753137
39.9261985677, 116.33743547
39.9003974898, 116.384566694
39.8999323871, 116.387295871
39.900493413, 116.384424402
39.926390715, 116.337919622
39.926206587, 116.337726213
39.9260358151, 116.337470048
39.9262941773, 116.337621892
39.9004546737, 116.386675958
39.9002273909, 116.384955453
39.926203832, 116.334366224
39.9140504348, 116.343174913
39.9261761813, 116.33767472
39.9261405765, 116.337855612
39.926263694, 116.337659137
39.9263115459, 116.337618502
39.9264108571, 116.336993504
39.8970214528, 116.208324736
39.8970747053, 116.208247362
39.8971110866, 116.208321325
39.8972229718, 116.208314451
39.9032074118, 116.214806676
39.903352958, 116.21477942
39.9032087955, 116.214798712
39.8964995122, 116.209083098
39.8963646667, 116.209537167
39.8972286017, 116.209733004
39.8973290383, 116.207821664
39.9273399189, 116.334973748
39.9002677315, 116.384030333
39.9264646887, 116.338141981
39.9265575894, 116.3382037
39.9263249223, 116.338269034
39.9262694896, 116.338193411
39.9261312031, 116.337092115
39.9263471783, 116.337404419
39.9260691181, 116.337391076
39.9262378182, 116.336024045
39.9259475977, 116.337009425
39.9259125769, 116.337279885
39.9268767988, 116.333818744
39.9270758265, 116.333570306
39.926760087, 116.335854957
39.8966466721, 116.209535311
39.896735535, 116.209456554
39.8968230476, 116.209306762
39.8967690857, 116.209493829
39.8968114302, 116.209170302
39.9003889874, 116.385113528
39.9004613669, 116.385919137
39.9262267895, 116.337517584
39.9262560348, 116.337680604
39.9267995388, 116.337720094
39.9268442516, 116.33794617
39.9268914567, 116.338468659
39.9262336944, 116.337776646
39.9262694027, 116.338227544
39.9262480737, 116.338221788
39.9263282424, 116.338227073
39.9263176582, 116.338011949
39.9259618046, 116.336111586
39.926230645, 116.337188633
39.9263081685, 116.337516382
39.9079302642, 116.44859217
39.9086429861, 116.465757201
39.9263669463, 116.33815858
39.9261516078, 116.337335124
39.9260326022, 116.337091086
39.926212436, 116.337774302
39.9263415315, 116.338020138
39.9262441029, 116.337589926
39.926048129, 116.337410756
39.9261950935, 116.337563199
39.9264526139, 116.338188787
39.897589849, 116.209696914
39.9404341013, 116.311567443
39.9003606, 116.38593696
